country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Netherlands,NL,NLD,17282163,2020-06-22,,67,Other Website
Norway,NO,NOR,5328212,2020-06-22,13,,Country_API
Poland,PL,POL,37972812,2020-06-22,1899,,Surveillance
Portugal,PT,PRT,10276617,2020-06-22,424,72,Country_Website
Romania,RO,ROU,19414458,2020-06-22,,195,Country_Website
Slovakia,SK,SVK,5450421,2020-06-22,19,,JRC
Slovenia,SI,SVN,2080908,2020-06-22,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-22,3965,,Country_Website
Belgium,BE,BEL,11455519,2020-06-21,295,50,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-21,322,13,External_Github
Croatia,HR,HRV,4076246,2020-06-21,9,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-21,74,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-21,38,6,Country_Website
Estonia,EE,EST,1324820,2020-06-21,6,1,Country_API
France,FR,FRA,67012883,2020-06-21,9778,687,Country_Website
Hungary,HU,HUN,9772756,2020-06-21,185,15,JRC
Iceland,IS,ISL,356991,2020-06-21,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-21,41,16,Country_Website
Italy,IT,ITA,60359546,2020-06-21,2462,148,Country_Github
Latvia,LV,LVA,1919968,2020-06-21,9,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-21,16,2,Country_Website
Malta,MT,MLT,493559,2020-06-21,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-21,,65,Other Website
Poland,PL,POL,37972812,2020-06-21,1877,,Surveillance
Portugal,PT,PRT,10276617,2020-06-21,407,69,Country_Website
Romania,RO,ROU,19414458,2020-06-21,,195,Country_Website
Slovakia,SK,SVK,5450421,2020-06-21,19,,JRC
Slovenia,SI,SVN,2080908,2020-06-21,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-21,3902,,Country_Website
Belgium,BE,BEL,11455519,2020-06-20,292,53,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-20,314,17,External_Github
Croatia,HR,HRV,4076246,2020-06-20,8,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-20,80,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-20,39,6,Country_Website
Estonia,EE,EST,1324820,2020-06-20,8,1,Country_API
France,FR,FRA,67012883,2020-06-20,9792,687,Country_Website
Hungary,HU,HUN,9772756,2020-06-20,186,15,JRC
Iceland,IS,ISL,356991,2020-06-20,4,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-20,41,17,Country_Website
Italy,IT,ITA,60359546,2020-06-20,2626,152,Country_Github
Latvia,LV,LVA,1919968,2020-06-20,9,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-20,13,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-20,,69,Other Website
Poland,PL,POL,37972812,2020-06-20,1931,,Surveillance
Portugal,PT,PRT,10276617,2020-06-20,422,70,Country_Website
Romania,RO,ROU,19414458,2020-06-20,,190,Country_Website
Slovakia,SK,SVK,5450421,2020-06-20,20,,JRC
Slovenia,SI,SVN,2080908,2020-06-20,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-20,3930,,Country_Website
Belgium,BE,BEL,11455519,2020-06-19,308,50,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-19,289,13,External_Github
Croatia,HR,HRV,4076246,2020-06-19,8,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-19,82,8,Country_Website
Denmark,DK,DNK,5806081,2020-06-19,37,6,Country_Website
Estonia,EE,EST,1324820,2020-06-19,8,1,Country_API
France,FR,FRA,67012883,2020-06-19,9925,699,Country_Website
Hungary,HU,HUN,9772756,2020-06-19,192,15,JRC
Iceland,IS,ISL,356991,2020-06-19,5,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-19,44,16,Country_Website
Italy,IT,ITA,60359546,2020-06-19,2793,161,Country_Github
Latvia,LV,LVA,1919968,2020-06-19,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-19,12,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-19,,71,Other Website
Norway,NO,NOR,5328212,2020-06-19,17,,Country_API
Poland,PL,POL,37972812,2020-06-19,1886,,Surveillance
Portugal,PT,PRT,10276617,2020-06-19,422,67,Country_Website
Romania,RO,ROU,19414458,2020-06-19,,184,Country_Website
Slovakia,SK,SVK,5450421,2020-06-19,20,,JRC
Slovenia,SI,SVN,2080908,2020-06-19,8,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-19,4082,,Country_Website
Belgium,BE,BEL,11455519,2020-06-18,340,52,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-18,276,12,External_Github
Croatia,HR,HRV,4076246,2020-06-18,9,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-18,83,10,Country_Website
Denmark,DK,DNK,5806081,2020-06-18,38,6,Country_Website
Estonia,EE,EST,1324820,2020-06-18,10,1,Country_API
France,FR,FRA,67012883,2020-06-18,10080,724,Country_Website
Hungary,HU,HUN,9772756,2020-06-18,199,15,JRC
Iceland,IS,ISL,356991,2020-06-18,4,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-18,48,21,Country_Website
Italy,IT,ITA,60359546,2020-06-18,3035,168,Country_Github
Latvia,LV,LVA,1919968,2020-06-18,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-18,14,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-18,,76,Other Website
Norway,NO,NOR,5328212,2020-06-18,19,,Country_API
Poland,PL,POL,37972812,2020-06-18,1849,,Surveillance
Portugal,PT,PRT,10276617,2020-06-18,416,67,Country_Website
Romania,RO,ROU,19414458,2020-06-18,,178,Country_Website
Slovakia,SK,SVK,5450421,2020-06-18,20,,JRC
Slovenia,SI,SVN,2080908,2020-06-18,6,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-18,4219,,Country_Website
Austria,AT,AUT,8858775,2020-06-17,71,11,Country_Website
Belgium,BE,BEL,11455519,2020-06-17,344,60,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-17,267,13,External_Github
Croatia,HR,HRV,4076246,2020-06-17,5,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-17,82,8,Country_Website
Denmark,DK,DNK,5806081,2020-06-17,39,6,Country_Website
Estonia,EE,EST,1324820,2020-06-17,13,1,Country_API
Finland,FI,FIN,5517919,2020-06-17,26,2,External_Github
France,FR,FRA,67012883,2020-06-17,10222,744,Country_Website
Hungary,HU,HUN,9772756,2020-06-17,210,16,JRC
Iceland,IS,ISL,356991,2020-06-17,4,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-17,60,21,Country_Website
Italy,IT,ITA,60359546,2020-06-17,3276,163,Country_Github
Latvia,LV,LVA,1919968,2020-06-17,6,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-17,12,2,Country_Website
Malta,MT,MLT,493559,2020-06-17,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-06-17,,83,Other Website
Norway,NO,NOR,5328212,2020-06-17,18,,Country_API
Poland,PL,POL,37972812,2020-06-17,1693,,Surveillance
Portugal,PT,PRT,10276617,2020-06-17,435,69,Country_Website
Romania,RO,ROU,19414458,2020-06-17,,161,Country_Website
Slovakia,SK,SVK,5450421,2020-06-17,18,,JRC
Slovenia,SI,SVN,2080908,2020-06-17,7,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-17,4348,,Country_Website
Austria,AT,AUT,8858775,2020-06-16,78,12,Country_Website
Belgium,BE,BEL,11455519,2020-06-16,371,67,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-16,253,14,External_Github
Croatia,HR,HRV,4076246,2020-06-16,4,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-16,78,8,Country_Website
Denmark,DK,DNK,5806081,2020-06-16,43,8,Country_Website
Estonia,EE,EST,1324820,2020-06-16,12,1,Country_API
Finland,FI,FIN,5517919,2020-06-16,22,2,External_Github
France,FR,FRA,67012883,2020-06-16,10490,792,Country_Website
Hungary,HU,HUN,9772756,2020-06-16,255,17,JRC
Iceland,IS,ISL,356991,2020-06-16,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-16,69,20,Country_Website
Italy,IT,ITA,60359546,2020-06-16,3478,177,Country_Github
Latvia,LV,LVA,1919968,2020-06-16,8,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-16,15,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-16,,91,Other Website
Norway,NO,NOR,5328212,2020-06-16,18,,Country_API
Poland,PL,POL,37972812,2020-06-16,1806,,Surveillance
Portugal,PT,PRT,10276617,2020-06-16,423,71,Country_Website
Romania,RO,ROU,19414458,2020-06-16,,173,Country_Website
Slovakia,SK,SVK,5450421,2020-06-16,0,,JRC
Slovenia,SI,SVN,2080908,2020-06-16,7,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-16,4488,,Country_Website
Austria,AT,AUT,8858775,2020-06-15,79,15,Country_Website
Belgium,BE,BEL,11455519,2020-06-15,393,75,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-15,244,15,External_Github
Croatia,HR,HRV,4076246,2020-06-15,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-15,77,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-15,46,9,Country_Website
Estonia,EE,EST,1324820,2020-06-15,14,1,Country_API
Finland,FI,FIN,5517919,2020-06-15,22,3,External_Github
France,FR,FRA,67012883,2020-06-15,10707,818,Country_Website
Hungary,HU,HUN,9772756,2020-06-15,275,19,JRC
Iceland,IS,ISL,356991,2020-06-15,0,0,Surveillance
Ireland,IE,IRL,4904240,2020-06-15,78,24,Country_Website
Italy,IT,ITA,60359546,2020-06-15,3696,207,Country_Github
Latvia,LV,LVA,1919968,2020-06-15,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-15,15,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-15,,100,Other Website
Norway,NO,NOR,5328212,2020-06-15,18,,Country_API
Poland,PL,POL,37972812,2020-06-15,1736,,Surveillance
Portugal,PT,PRT,10276617,2020-06-15,431,73,Country_Website
Romania,RO,ROU,19414458,2020-06-15,,175,Country_Website
Slovakia,SK,SVK,5450421,2020-06-15,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-15,7,1,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-15,4487,,Country_Website
Austria,AT,AUT,8858775,2020-06-14,69,12,Country_Website
Belgium,BE,BEL,11455519,2020-06-14,400,85,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-14,247,16,External_Github
Croatia,HR,HRV,4076246,2020-06-14,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-14,68,10,Country_Website
Denmark,DK,DNK,5806081,2020-06-14,49,9,Country_Website
Estonia,EE,EST,1324820,2020-06-14,15,1,Country_API
Finland,FI,FIN,5517919,2020-06-14,26,1,External_Github
France,FR,FRA,67012883,2020-06-14,10836,841,Country_Website
Hungary,HU,HUN,9772756,2020-06-14,275,20,JRC
Iceland,IS,ISL,356991,2020-06-14,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-14,81,27,Country_Website
Italy,IT,ITA,60359546,2020-06-14,3803,209,Country_Github
Latvia,LV,LVA,1919968,2020-06-14,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-14,11,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-14,,101,Other Website
Poland,PL,POL,37972812,2020-06-14,1748,,Surveillance
Portugal,PT,PRT,10276617,2020-06-14,419,73,Country_Website
Romania,RO,ROU,19414458,2020-06-14,,165,Country_Website
Slovakia,SK,SVK,5450421,2020-06-14,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-14,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-14,4517,,Country_Website
Austria,AT,AUT,8858775,2020-06-13,72,10,Country_Website
Belgium,BE,BEL,11455519,2020-06-13,395,82,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-13,215,15,External_Github
Croatia,HR,HRV,4076246,2020-06-13,6,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-13,67,12,Country_Website
Denmark,DK,DNK,5806081,2020-06-13,9,9,Country_Website
Estonia,EE,EST,1324820,2020-06-13,15,1,Country_API
Finland,FI,FIN,5517919,2020-06-13,26,2,External_Github
France,FR,FRA,67012883,2020-06-13,10864,843,Country_Website
Hungary,HU,HUN,9772756,2020-06-13,283,20,JRC
Iceland,IS,ISL,356991,2020-06-13,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-13,76,,Country_Website
Italy,IT,ITA,60359546,2020-06-13,3967,220,Country_Github
Latvia,LV,LVA,1919968,2020-06-13,7,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-13,13,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-13,,102,Other Website
Norway,NO,NOR,5328212,2020-06-13,18,,Surveillance
Poland,PL,POL,37972812,2020-06-13,1711,,Surveillance
Portugal,PT,PRT,10276617,2020-06-13,428,77,Country_Website
Romania,RO,ROU,19414458,2020-06-13,,171,Country_Website
Slovakia,SK,SVK,5450421,2020-06-13,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-13,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-13,4518,,Country_Website
Austria,AT,AUT,8858775,2020-06-12,69,9,Country_Website
Belgium,BE,BEL,11455519,2020-06-12,425,88,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-12,204,15,External_Github
Croatia,HR,HRV,4076246,2020-06-12,6,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-12,68,11,Country_Website
Denmark,DK,DNK,5806081,2020-06-12,12,12,Country_Website
Estonia,EE,EST,1324820,2020-06-12,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-12,23,3,External_Github
France,FR,FRA,67012883,2020-06-12,11079,851,Country_Website
Hungary,HU,HUN,9772756,2020-06-12,290,20,JRC
Iceland,IS,ISL,356991,2020-06-12,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-12,79,27,Country_Website
Italy,IT,ITA,60359546,2020-06-12,4120,227,Country_Github
Latvia,LV,LVA,1919968,2020-06-12,10,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-12,16,0,Country_Website
Malta,MT,MLT,493559,2020-06-12,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-06-12,,104,Other Website
Norway,NO,NOR,5328212,2020-06-12,16,,Country_API
Poland,PL,POL,37972812,2020-06-12,1629,,Surveillance
Portugal,PT,PRT,10276617,2020-06-12,440,73,Country_Website
Romania,RO,ROU,19414458,2020-06-12,,171,Country_Website
Slovakia,SK,SVK,5450421,2020-06-12,24,,JRC
Slovenia,SI,SVN,2080908,2020-06-12,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-12,4659,,Country_Website
Austria,AT,AUT,8858775,2020-06-11,81,14,Country_Website
Belgium,BE,BEL,11455519,2020-06-11,479,89,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-11,187,17,External_Github
Croatia,HR,HRV,4076246,2020-06-11,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-11,63,12,Country_Website
Denmark,DK,DNK,5806081,2020-06-11,13,13,Country_Website
Estonia,EE,EST,1324820,2020-06-11,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-11,25,4,External_Github
France,FR,FRA,67012883,2020-06-11,11420,875,Country_Website
Hungary,HU,HUN,9772756,2020-06-11,321,19,JRC
Iceland,IS,ISL,356991,2020-06-11,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-11,89,27,Country_Website
Italy,IT,ITA,60359546,2020-06-11,4367,236,Country_Github
Latvia,LV,LVA,1919968,2020-06-11,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-11,15,0,Country_Website
Netherlands,NL,NLD,17282163,2020-06-11,,107,Other Website
Norway,NO,NOR,5328212,2020-06-11,16,,Country_API
Portugal,PT,PRT,10276617,2020-06-11,415,70,Country_Website
Romania,RO,ROU,19414458,2020-06-11,,153,Country_Website
Slovakia,SK,SVK,5450421,2020-06-11,28,,JRC
Slovenia,SI,SVN,2080908,2020-06-11,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-11,4728,,Country_Website
Austria,AT,AUT,8858775,2020-06-10,80,17,Country_Website
Belgium,BE,BEL,11455519,2020-06-10,484,99,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-10,161,13,External_Github
Croatia,HR,HRV,4076246,2020-06-10,7,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-10,64,11,Country_Website
Denmark,DK,DNK,5806081,2020-06-10,17,17,Country_Website
Estonia,EE,EST,1324820,2020-06-10,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-10,28,4,External_Github
France,FR,FRA,67012883,2020-06-10,11632,904,Country_Website
Hungary,HU,HUN,9772756,2020-06-10,344,20,JRC
Iceland,IS,ISL,356991,2020-06-10,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-10,102,29,Country_Website
Italy,IT,ITA,60359546,2020-06-10,4569,249,Country_Github
Latvia,LV,LVA,1919968,2020-06-10,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-10,17,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-10,,111,Other Website
Norway,NO,NOR,5328212,2020-06-10,18,,Country_API
Poland,PL,POL,37972812,2020-06-10,1993,,Surveillance
Portugal,PT,PRT,10276617,2020-06-10,417,70,Country_Website
Romania,RO,ROU,19414458,2020-06-10,,150,Country_Website
Slovakia,SK,SVK,5450421,2020-06-10,28,,JRC
Slovenia,SI,SVN,2080908,2020-06-10,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-10,4969,,Country_Website
Austria,AT,AUT,8858775,2020-06-09,84,19,Country_Website
Belgium,BE,BEL,11455519,2020-06-09,527,102,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-09,152,15,External_Github
Croatia,HR,HRV,4076246,2020-06-09,6,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-09,62,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-09,73,15,Country_Website
Estonia,EE,EST,1324820,2020-06-09,16,0,Country_API
Finland,FI,FIN,5517919,2020-06-09,28,4,External_Github
France,FR,FRA,67012883,2020-06-09,11915,926,Country_Website
Hungary,HU,HUN,9772756,2020-06-09,365,20,JRC
Iceland,IS,ISL,356991,2020-06-09,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-09,110,35,Country_Website
Italy,IT,ITA,60359546,2020-06-09,4844,263,Country_Github
Latvia,LV,LVA,1919968,2020-06-09,12,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-09,17,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-09,,114,Other Website
Norway,NO,NOR,5328212,2020-06-09,21,,Country_API
Poland,PL,POL,37972812,2020-06-09,2039,,Surveillance
Portugal,PT,PRT,10276617,2020-06-09,394,65,Country_Website
Slovakia,SK,SVK,5450421,2020-06-09,28,,JRC
Slovenia,SI,SVN,2080908,2020-06-09,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-09,5227,,Country_Website
Austria,AT,AUT,8858775,2020-06-08,82,17,Country_Website
Belgium,BE,BEL,11455519,2020-06-08,575,115,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-08,158,12,External_Github
Croatia,HR,HRV,4076246,2020-06-08,10,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-08,59,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-08,79,16,Country_Website
Estonia,EE,EST,1324820,2020-06-08,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-08,38,6,External_Github
France,FR,FRA,67012883,2020-06-08,12269,995,Country_Website
Hungary,HU,HUN,9772756,2020-06-08,385,21,JRC
Iceland,IS,ISL,356991,2020-06-08,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-08,122,34,Country_Website
Italy,IT,ITA,60359546,2020-06-08,5012,283,Country_Github
Latvia,LV,LVA,1919968,2020-06-08,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-08,20,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-08,,122,Other Website
Norway,NO,NOR,5328212,2020-06-08,21,,Country_API
Poland,PL,POL,37972812,2020-06-08,1881,,Surveillance
Portugal,PT,PRT,10276617,2020-06-08,366,55,Country_Website
Romania,RO,ROU,19414458,2020-06-08,,146,Country_Website
Slovakia,SK,SVK,5450421,2020-06-08,37,,JRC
Slovenia,SI,SVN,2080908,2020-06-08,5,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-08,5408,,Country_Website
Austria,AT,AUT,8858775,2020-06-07,69,17,Country_Website
Belgium,BE,BEL,11455519,2020-06-07,576,116,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-07,155,12,External_Github
Croatia,HR,HRV,4076246,2020-06-07,10,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-07,62,10,Country_Website
Denmark,DK,DNK,5806081,2020-06-07,75,15,Country_Website
Estonia,EE,EST,1324820,2020-06-07,15,0,Country_API
Finland,FI,FIN,5517919,2020-06-07,40,6,External_Github
France,FR,FRA,67012883,2020-06-07,12415,1024,Country_Website
Hungary,HU,HUN,9772756,2020-06-07,386,21,JRC
Iceland,IS,ISL,356991,2020-06-07,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-07,125,34,Country_Website
Italy,IT,ITA,60359546,2020-06-07,5151,287,Country_Github
Latvia,LV,LVA,1919968,2020-06-07,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-07,18,2,Country_Website
Netherlands,NL,NLD,17282163,2020-06-07,,123,Other Website
Norway,NO,NOR,5328212,2020-06-07,21,,Surveillance
Poland,PL,POL,37972812,2020-06-07,2007,,Surveillance
Portugal,PT,PRT,10276617,2020-06-07,398,58,Country_Website
Romania,RO,ROU,19414458,2020-06-07,,144,Country_Website
Slovakia,SK,SVK,5450421,2020-06-07,38,,JRC
Slovenia,SI,SVN,2080908,2020-06-07,5,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-07,5429,,Country_Website
Austria,AT,AUT,8858775,2020-06-06,72,17,Country_Website
Belgium,BE,BEL,11455519,2020-06-06,573,111,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-06,147,12,External_Github
Croatia,HR,HRV,4076246,2020-06-06,10,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-06,60,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-06,81,,Country_Website
Estonia,EE,EST,1324820,2020-06-06,14,0,Country_API
Finland,FI,FIN,5517919,2020-06-06,39,7,External_Github
France,FR,FRA,67012883,2020-06-06,12433,1030,Country_Website
Hungary,HU,HUN,9772756,2020-06-06,387,21,JRC
Iceland,IS,ISL,356991,2020-06-06,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-06,122,36,Country_Website
Italy,IT,ITA,60359546,2020-06-06,5295,293,Country_Github
Latvia,LV,LVA,1919968,2020-06-06,11,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-06,13,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-06,,124,Other Website
Norway,NO,NOR,5328212,2020-06-06,21,,Surveillance
Poland,PL,POL,37972812,2020-06-06,2128,,Surveillance
Portugal,PT,PRT,10276617,2020-06-06,414,57,Country_Website
Romania,RO,ROU,19414458,2020-06-06,,153,Country_Website
Slovakia,SK,SVK,5450421,2020-06-06,37,,JRC
Slovenia,SI,SVN,2080908,2020-06-06,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-06,5630,,Country_Website
Austria,AT,AUT,8858775,2020-06-05,75,20,Country_Website
Belgium,BE,BEL,11455519,2020-06-05,647,121,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-05,149,8,External_Github
Croatia,HR,HRV,4076246,2020-06-05,12,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-05,60,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-05,85,17,Country_Website
Estonia,EE,EST,1324820,2020-06-05,14,0,Country_API
Finland,FI,FIN,5517919,2020-06-05,51,8,External_Github
France,FR,FRA,67012883,2020-06-05,12650,1065,Country_Website
Hungary,HU,HUN,9772756,2020-06-05,397,21,JRC
Iceland,IS,ISL,356991,2020-06-05,0,0,Country_Website
Ireland,IE,IRL,4904240,2020-06-05,139,37,Country_Website
Italy,IT,ITA,60359546,2020-06-05,5617,316,Country_Github
Latvia,LV,LVA,1919968,2020-06-05,10,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-05,19,1,Country_Website
Netherlands,NL,NLD,17282163,2020-06-05,,126,Other Website
Norway,NO,NOR,5328212,2020-06-05,22,,Country_API
Poland,PL,POL,37972812,2020-06-05,2085,,Surveillance
Portugal,PT,PRT,10276617,2020-06-05,475,64,Country_Website
Romania,RO,ROU,19414458,2020-06-05,,152,Country_Website
Slovakia,SK,SVK,5450421,2020-06-05,39,,JRC
Slovenia,SI,SVN,2080908,2020-06-05,6,0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-05,5840,,Country_Website
Austria,AT,AUT,8858775,2020-06-04,87,22,Country_Website
Belgium,BE,BEL,11455519,2020-06-04,702,137,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-04,141,8,External_Github
Croatia,HR,HRV,4076246,2020-06-04,15,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-04,59,9,Country_Website
Denmark,DK,DNK,5806081,2020-06-04,97,17,Country_Website
Estonia,EE,EST,1324820,2020-06-04,17,1,Country_API
Finland,FI,FIN,5517919,2020-06-04,50,7,External_Github
